season,week,source,position,player,player_raw,player_clean,team,fp_receptions,fp_receiving_yds,fp_receiving_tds,fp_rush_att,fp_rush_yds,fp_rush_tds,fp_fantasy_points
2025,10,fantasypros_web,RB,Kyren Williams,Kyren Williams LAR,kyren williams,LAR,2.5,16.5,0.1,16.0,70.4,0.6,12.6
2025,10,fantasypros_web,RB,Quinshon Judkins,Quinshon Judkins CLE,quinshon judkins,CLE,1.6,12.4,0.1,17.2,75.0,0.6,12.4
2025,10,fantasypros_web,RB,Breece Hall,Breece Hall NYJ,breece hall,NYJ,2.5,20.8,0.1,17.4,73.4,0.3,11.6
2025,10,fantasypros_web,RB,Jaylen Warren,Jaylen Warren PIT,jaylen warren,PIT,3.0,22.3,0.1,13.9,63.7,0.4,11.4
2025,10,fantasypros_web,RB,Ashton Jeanty,Ashton Jeanty LV,ashton jeanty,LV,2.8,19.8,0.2,15.9,60.9,0.4,11.3
2025,10,fantasypros_web,RB,J.K. Dobbins,J.K. Dobbins DEN,jk dobbins,DEN,1.1,5.6,0.0,16.2,74.9,0.5,11.3
2025,10,fantasypros_web,RB,Travis Etienne Jr.,Travis Etienne Jr. NO,travis etienne,NO,2.4,16.7,0.1,16.0,64.6,0.4,10.8
2025,10,fantasypros_web,RB,D'Andre Swift,D'Andre Swift CHI,dandre swift,CHI,2.1,17.0,0.1,11.6,56.2,0.4,10.3
2025,10,fantasypros_web,RB,Rachaad White,Rachaad White WAS,rachaad white,WSH,3.1,21.8,0.1,12.4,46.7,0.5,10.3
2025,10,fantasypros_web,RB,TreVeyon Henderson,TreVeyon Henderson NE,treveyon henderson,NE,3.2,24.7,0.1,13.2,53.9,0.3,10.1
2025,10,fantasypros_web,RB,Kimani Vidal,Kimani Vidal LAC,kimani vidal,LAC,2.0,13.4,0.1,13.8,58.0,0.4,9.8
2025,10,fantasypros_web,RB,David Montgomery,David Montgomery HOU,david montgomery,HOU,1.6,15.3,0.1,10.8,47.1,0.5,9.6
2025,10,fantasypros_web,RB,Alvin Kamara,Alvin Kamara NO,alvin kamara,NO,3.0,21.1,0.1,13.3,52.6,0.2,8.9
2025,10,fantasypros_web,RB,Woody Marks,Woody Marks HOU,woody marks,HOU,2.1,19.6,0.1,10.6,43.0,0.3,8.7
2025,10,fantasypros_web,RB,Tyrone Tracy Jr.,Tyrone Tracy Jr. NYG,tyrone tracy,NYG,2.3,18.8,0.1,10.9,48.0,0.2,8.6
2025,10,fantasypros_web,RB,Zach Charbonnet,Zach Charbonnet SEA,zach charbonnet,SEA,1.2,9.2,0.0,9.9,41.2,0.5,8.2
2025,10,fantasypros_web,RB,Kyle Monangai,Kyle Monangai CHI,kyle monangai,CHI,1.4,10.5,0.1,10.6,50.5,0.3,8.2
2025,10,fantasypros_web,RB,Jacory Croskey-Merritt,Jacory Croskey-Merritt WAS,jacory croskeymerritt,WSH,1.1,9.5,0.0,11.3,50.2,0.4,8.1
2025,10,fantasypros_web,RB,Aaron Jones Sr.,Aaron Jones Sr. MIN,aaron jones,MIN,2.3,18.0,0.1,9.5,43.8,0.2,7.8
2025,10,fantasypros_web,RB,Jordan Mason,Jordan Mason MIN,jordan mason,MIN,0.9,5.3,0.0,10.0,43.5,0.3,6.8
2025,10,fantasypros_web,RB,RJ Harvey,RJ Harvey DEN,rj harvey,DEN,2.3,17.3,0.2,5.8,24.0,0.2,6.7
2025,10,fantasypros_web,RB,Devin Singletary,Devin Singletary NYG,devin singletary,NYG,1.2,9.2,0.0,9.3,40.5,0.2,6.4
2025,10,fantasypros_web,RB,Bam Knight,Bam Knight ARI,bam knight,ARI,1.6,10.6,0.0,9.5,35.7,0.3,6.2
2025,10,fantasypros_web,RB,Terrell Jennings,Terrell Jennings NE,terrell jennings,NE,0.8,6.9,0.0,8.0,33.1,0.3,5.8
2025,10,fantasypros_web,RB,Kenneth Gainwell,Kenneth Gainwell TB,kenneth gainwell,TB,2.1,12.9,0.1,6.5,28.3,0.2,5.6
2025,10,fantasypros_web,RB,Chuba Hubbard,Chuba Hubbard CAR,chuba hubbard,CAR,1.0,6.7,0.1,7.0,29.2,0.2,5.2
2025,10,fantasypros_web,RB,Sean Tucker,Sean Tucker TB,sean tucker,TB,0.7,4.7,0.0,7.5,30.2,0.3,5.2
2025,10,fantasypros_web,RB,Blake Corum,Blake Corum LAR,blake corum,LAR,0.6,4.1,0.0,7.8,31.5,0.2,4.8
2025,10,fantasypros_web,RB,Tyler Allgeier,Tyler Allgeier ARI,tyler allgeier,ARI,0.4,3.0,0.0,6.7,26.3,0.3,4.7
2025,10,fantasypros_web,RB,Isaiah Davis,Isaiah Davis NYJ,isaiah davis,NYJ,1.5,12.5,0.0,5.9,26.2,0.1,4.6
2025,10,fantasypros_web,RB,Bhayshul Tuten,Bhayshul Tuten JAC,bhayshul tuten,JAX,0.9,7.1,0.1,5.7,21.9,0.2,4.5
2025,10,fantasypros_web,RB,Emanuel Wilson,Emanuel Wilson SEA,emanuel wilson,SEA,1.2,7.9,0.0,6.2,26.8,0.1,4.4
2025,10,fantasypros_web,RB,Jaret Patterson,Jaret Patterson LAC,jaret patterson,LAC,0.6,5.4,0.0,7.0,28.0,0.1,4.3
2025,10,fantasypros_web,RB,Ollie Gordon II,Ollie Gordon II MIA,ollie gordon,MIA,1.0,7.3,0.1,5.0,22.3,0.2,4.3
2025,10,fantasypros_web,RB,Chris Rodriguez Jr.,Chris Rodriguez Jr. JAC,chris rodriguez,JAX,0.1,1.3,0.0,7.1,28.8,0.2,4.2
2025,10,fantasypros_web,RB,Jeremy McNichols,Jeremy McNichols WAS,jeremy mcnichols,WSH,1.9,15.3,0.1,2.2,13.0,0.1,3.7
2025,10,fantasypros_web,RB,Jerome Ford,Jerome Ford WAS,jerome ford,WSH,1.8,10.9,0.1,2.8,12.9,0.1,3.4
2025,10,fantasypros_web,RB,Justice Hill,Justice Hill BAL,justice hill,BAL,2.0,17.1,0.1,1.7,7.6,0.0,3.3
2025,10,fantasypros_web,RB,Devin Neal,Devin Neal NO,devin neal,NO,0.9,6.3,0.0,3.7,18.9,0.1,3.3
2025,10,fantasypros_web,RB,Ty Johnson,Ty Johnson BUF,ty johnson,BUF,0.8,7.9,0.1,2.7,13.0,0.1,3.0
2025,10,fantasypros_web,RB,Dylan Sampson,Dylan Sampson CLE,dylan sampson,CLE,1.5,11.0,0.1,3.2,11.6,0.1,2.9
2025,10,fantasypros_web,RB,Brian Robinson Jr.,Brian Robinson Jr. ATL,brian robinson,ATL,0.3,2.1,0.0,4.9,18.2,0.1,2.6
2025,10,fantasypros_web,RB,Raheem Mostert,Raheem Mostert LV,raheem mostert,LV,0.7,5.1,0.0,3.3,12.3,0.1,2.6
2025,10,fantasypros_web,RB,Keaton Mitchell,Keaton Mitchell LAC,keaton mitchell,LAC,0.5,4.6,0.0,2.7,14.6,0.1,2.5
2025,10,fantasypros_web,RB,Ray Davis,Ray Davis BUF,ray davis,BUF,0.3,2.6,0.1,2.2,10.3,0.1,2.1
2025,10,fantasypros_web,RB,Tank Bigsby,Tank Bigsby PHI,tank bigsby,PHI,0.2,1.2,0.0,3.3,14.4,0.1,2.1
2025,10,fantasypros_web,RB,Ameer Abdullah,Ameer Abdullah JAC,ameer abdullah,JAX,0.5,3.0,0.0,2.1,9.8,0.1,1.9
2025,10,fantasypros_web,RB,Tyler Badie,Tyler Badie DEN,tyler badie,DEN,1.1,8.3,0.1,0.4,4.0,0.0,1.7
2025,10,fantasypros_web,RB,Kyle Juszczyk,Kyle Juszczyk SF,kyle juszczyk,SF,1.1,8.8,0.1,0.4,1.3,0.0,1.4
2025,10,fantasypros_web,RB,LeQuint Allen Jr.,LeQuint Allen Jr. JAC,lequint allen,JAX,0.7,4.8,0.0,1.1,4.6,0.0,1.2
2025,10,fantasypros_web,RB,Will Shipley,Will Shipley PHI,will shipley,PHI,0.5,3.1,0.0,1.7,5.5,0.0,1.1
2025,10,fantasypros_web,RB,Chris Brooks,Chris Brooks GB,chris brooks,GB,0.6,4.2,0.0,0.6,3.3,0.0,0.9
2025,10,fantasypros_web,RB,Josh Williams,Josh Williams TB,josh williams,TB,0.2,1.7,0.0,1.2,4.8,0.0,0.9
2025,10,fantasypros_web,RB,Isaac Guerendo,Isaac Guerendo SF,isaac guerendo,SF,0.1,1.0,0.0,1.2,4.6,0.0,0.9
2025,10,fantasypros_web,RB,Kaleb Johnson,Kaleb Johnson PIT,kaleb johnson,PIT,0.2,1.2,0.0,1.2,5.4,0.0,0.8
2025,10,fantasypros_web,RB,Roschon Johnson,Roschon Johnson CHI,roschon johnson,CHI,0.1,0.5,0.0,1.2,4.7,0.0,0.8
2025,10,fantasypros_web,RB,Tyler Goodson,Tyler Goodson ATL,tyler goodson,ATL,0.3,2.3,0.0,1.0,3.7,0.0,0.8
2025,10,fantasypros_web,RB,Jaylen Wright,Jaylen Wright MIA,jaylen wright,MIA,0.1,0.9,0.0,0.9,4.9,0.0,0.8
2025,10,fantasypros_web,RB,Audric Estime,Audric Estime NO,audric estime,NO,0.1,0.2,0.0,1.0,3.9,0.1,0.7
2025,10,fantasypros_web,RB,AJ Dillon,AJ Dillon CAR,aj dillon,CAR,0.1,0.9,0.0,1.0,4.3,0.0,0.7
2025,10,fantasypros_web,RB,Andrew Beck,Andrew Beck NYJ,andrew beck,NYJ,0.5,3.9,0.0,0.0,0.0,0.0,0.7
2025,10,fantasypros_web,RB,George Holani,George Holani SEA,george holani,SEA,0.1,0.8,0.0,1.2,4.6,0.0,0.6
2025,10,fantasypros_web,RB,Alec Ingold,Alec Ingold LAC,alec ingold,LAC,0.5,4.1,0.0,0.3,0.9,0.0,0.6
2025,10,fantasypros_web,RB,Zavier Scott,Zavier Scott MIN,zavier scott,MIN,0.1,1.0,0.0,1.1,4.0,0.0,0.5
2025,10,fantasypros_web,RB,Patrick Ricard,Patrick Ricard NYG,patrick ricard,NYG,0.2,1.8,0.1,0.0,0.0,0.0,0.5
2025,10,fantasypros_web,RB,British Brooks,British Brooks HOU,british brooks,HOU,0.1,0.6,0.0,1.1,3.9,0.0,0.5
2025,10,fantasypros_web,RB,Trevor Etienne,Trevor Etienne CAR,trevor etienne,CAR,0.1,0.5,0.0,0.9,4.1,0.0,0.5
2025,10,fantasypros_web,RB,Dylan Laube,Dylan Laube LV,dylan laube,LV,0.1,0.8,0.0,1.1,2.9,0.0,0.4
2025,10,fantasypros_web,RB,Adam Prentice,Adam Prentice DEN,adam prentice,DEN,0.1,0.2,0.0,0.5,2.3,0.0,0.3
2025,10,fantasypros_web,RB,Eric Gray,Eric Gray NYG,eric gray,NYG,0.1,1.0,0.0,0.9,1.8,0.0,0.3
2025,10,fantasypros_web,RB,Scott Matlock,Scott Matlock LAC,scott matlock,LAC,0.3,1.8,0.0,0.0,0.0,0.0,0.2
2025,10,fantasypros_web,RB,Dameon Pierce,Dameon Pierce PHI,dameon pierce,PHI,0.0,0.2,0.0,0.9,2.1,0.0,0.2
2025,10,fantasypros_web,RB,Brittain Brown,Brittain Brown CHI,brittain brown,CHI,0.0,0.1,0.0,0.0,1.4,0.0,0.2
2025,10,fantasypros_web,RB,Sione Vaki,Sione Vaki DET,sione vaki,DET,0.1,0.8,0.0,0.0,0.2,0.0,0.1
2025,10,fantasypros_web,RB,Travis Homer,Travis Homer PIT,travis homer,PIT,0.1,0.1,0.0,0.1,0.4,0.0,0.1
2025,10,fantasypros_web,RB,Reggie Gilliam,Reggie Gilliam NE,reggie gilliam,NE,0.0,0.1,0.0,0.1,0.2,0.0,0.0
2025,10,fantasypros_web,RB,Michael Burton,Michael Burton CLE,michael burton,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,James Conner,James Conner ARI,james conner,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Najee Harris,Najee Harris LAC,najee harris,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Ty Chandler,Ty Chandler NO,ty chandler,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,DeeJay Dallas,DeeJay Dallas JAC,deejay dallas,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Patrick Taylor Jr.,Patrick Taylor Jr. SF,patrick taylor,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Zamir White,Zamir White LV,zamir white,LV,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Rhamondre Stevenson,Rhamondre Stevenson NE,rhamondre stevenson,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Keilan Robinson,Keilan Robinson NYJ,keilan robinson,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,MarShawn Lloyd,MarShawn Lloyd GB,marshawn lloyd,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Sincere McCormick,Sincere McCormick SF,sincere mccormick,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Kene Nwangwu,Kene Nwangwu NYJ,kene nwangwu,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Hassan Haskins,Hassan Haskins LAC,hassan haskins,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Pierre Strong Jr.,Pierre Strong Jr. GB,pierre strong,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Velus Jones Jr.,Velus Jones Jr. SEA,velus jones,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Isiah Pacheco,Isiah Pacheco DET,isiah pacheco,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Jarquez Hunter,Jarquez Hunter LAR,jarquez hunter,LAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Braelon Allen,Braelon Allen NYJ,braelon allen,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Raheim Sanders,Raheim Sanders CLE,raheim sanders,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Kendre Miller,Kendre Miller NO,kendre miller,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Kenny McIntosh,Kenny McIntosh SEA,kenny mcintosh,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Trey Benson,Trey Benson ARI,trey benson,ARI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Omarion Hampton,Omarion Hampton LAC,omarion hampton,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Jacob Saylors,Jacob Saylors DET,jacob saylors,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Jaleel McLaughlin,Jaleel McLaughlin DEN,jaleel mclaughlin,DEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Damien Martinez,Damien Martinez GB,damien martinez,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Bucky Irving,Bucky Irving TB,bucky irving,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Rasheen Ali,Rasheen Ali BAL,rasheen ali,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Carson Steele,Carson Steele PHI,carson steele,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,DJ Giddens,DJ Giddens IND,dj giddens,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Cam Skattebo,Cam Skattebo NYG,cam skattebo,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Jordan James,Jordan James SF,jordan james,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Robbie Ouzts,Robbie Ouzts SEA,robbie ouzts,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Nathan Carter,Nathan Carter ATL,nathan carter,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,RB,Amar Johnson,Amar Johnson LAC,amar johnson,LAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,10,fantasypros_web,TE,Brock Bowers,Brock Bowers LV,brock bowers,LV,6.0,64.5,0.4,,,,8.8
2025,10,fantasypros_web,TE,Trey McBride,Trey McBride ARI,trey mcbride,ARI,6.7,63.5,0.4,,,,8.7
2025,10,fantasypros_web,TE,Tyler Warren,Tyler Warren IND,tyler warren,IND,4.7,52.6,0.4,,,,7.8
2025,10,fantasypros_web,TE,Sam LaPorta,Sam LaPorta DET,sam laporta,DET,4.4,53.2,0.4,,,,7.7
2025,10,fantasypros_web,TE,Oronde Gadsden II,Oronde Gadsden II LAC,oronde gadsden,LAC,4.6,54.8,0.4,,,,7.6
2025,10,fantasypros_web,TE,George Kittle,George Kittle SF,george kittle,SF,4.3,52.8,0.4,,,,7.5
2025,10,fantasypros_web,TE,Dalton Kincaid,Dalton Kincaid BUF,dalton kincaid,BUF,4.1,47.3,0.4,,,,6.9
2025,10,fantasypros_web,TE,Dallas Goedert,Dallas Goedert PHI,dallas goedert,PHI,4.1,40.2,0.5,,,,6.7
2025,10,fantasypros_web,TE,Hunter Henry,Hunter Henry NE,hunter henry,NE,3.8,44.1,0.4,,,,6.6
2025,10,fantasypros_web,TE,Kyle Pitts Sr.,Kyle Pitts Sr. ATL,kyle pitts,ATL,4.2,47.6,0.2,,,,6.1
2025,10,fantasypros_web,TE,Mark Andrews,Mark Andrews BAL,mark andrews,BAL,3.0,35.1,0.4,,,,6.1
2025,10,fantasypros_web,TE,Harold Fannin Jr.,Harold Fannin Jr. CLE,harold fannin,CLE,4.2,42.3,0.3,,,,6.0
2025,10,fantasypros_web,TE,Theo Johnson,Theo Johnson NYG,theo johnson,NYG,3.5,38.8,0.3,,,,5.8
2025,10,fantasypros_web,TE,Cade Otton,Cade Otton TB,cade otton,TB,4.1,41.6,0.3,,,,5.6
2025,10,fantasypros_web,TE,David Njoku,David Njoku LAC,david njoku,LAC,3.9,38.6,0.3,,,,5.6
2025,10,fantasypros_web,TE,Juwan Johnson,Juwan Johnson NO,juwan johnson,NO,3.9,41.4,0.2,,,,5.5
2025,10,fantasypros_web,TE,Dalton Schultz,Dalton Schultz HOU,dalton schultz,HOU,3.8,38.7,0.2,,,,5.1
2025,10,fantasypros_web,TE,Colston Loveland,Colston Loveland CHI,colston loveland,CHI,3.0,32.9,0.3,,,,4.9
2025,10,fantasypros_web,TE,AJ Barner,AJ Barner SEA,aj barner,SEA,2.8,27.0,0.3,,,,4.8
2025,10,fantasypros_web,TE,T.J. Hockenson,T.J. Hockenson MIN,tj hockenson,MIN,3.7,35.3,0.2,,,,4.7
2025,10,fantasypros_web,TE,Mason Taylor,Mason Taylor NYJ,mason taylor,NYJ,3.4,34.1,0.2,,,,4.7
2025,10,fantasypros_web,TE,Isaiah Likely,Isaiah Likely NYG,isaiah likely,NYG,2.5,29.6,0.3,,,,4.5
2025,10,fantasypros_web,TE,Luke Musgrave,Luke Musgrave GB,luke musgrave,GB,3.4,32.6,0.2,,,,4.4
2025,10,fantasypros_web,TE,Evan Engram,Evan Engram DEN,evan engram,DEN,3.6,31.6,0.2,,,,4.4
2025,10,fantasypros_web,TE,Pat Freiermuth,Pat Freiermuth PIT,pat freiermuth,PIT,2.4,24.9,0.2,,,,3.7
2025,10,fantasypros_web,TE,Greg Dulcich,Greg Dulcich MIA,greg dulcich,MIA,2.5,26.5,0.2,,,,3.7
2025,10,fantasypros_web,TE,Tyler Higbee,Tyler Higbee LAR,tyler higbee,LAR,2.4,23.2,0.2,,,,3.5
2025,10,fantasypros_web,TE,Michael Mayer,Michael Mayer LV,michael mayer,LV,2.7,25.0,0.1,,,,3.3
2025,10,fantasypros_web,TE,Elijah Arroyo,Elijah Arroyo SEA,elijah arroyo,SEA,1.9,21.3,0.2,,,,3.1
2025,10,fantasypros_web,TE,Ja'Tavion Sanders,Ja'Tavion Sanders CAR,jatavion sanders,CAR,2.2,20.9,0.2,,,,3.0
2025,10,fantasypros_web,TE,Darnell Washington,Darnell Washington PIT,darnell washington,PIT,1.9,19.6,0.1,,,,2.8
2025,10,fantasypros_web,TE,Johnny Mundt,Johnny Mundt PHI,johnny mundt,PHI,2.1,19.6,0.1,,,,2.7
2025,10,fantasypros_web,TE,Brock Wright,Brock Wright DET,brock wright,DET,1.3,13.6,0.2,,,,2.5
2025,10,fantasypros_web,TE,Austin Hooper,Austin Hooper ATL,austin hooper,ATL,1.6,18.6,0.1,,,,2.5
2025,10,fantasypros_web,TE,Cole Kmet,Cole Kmet CHI,cole kmet,CHI,1.4,15.8,0.1,,,,2.4
2025,10,fantasypros_web,TE,Dawson Knox,Dawson Knox BUF,dawson knox,BUF,1.5,15.6,0.1,,,,2.3
2025,10,fantasypros_web,TE,Adam Trautman,Adam Trautman DEN,adam trautman,DEN,1.3,12.8,0.2,,,,2.2
2025,10,fantasypros_web,TE,Terrance Ferguson,Terrance Ferguson LAR,terrance ferguson,LAR,1.3,13.9,0.1,,,,2.0
2025,10,fantasypros_web,TE,Davis Allen,Davis Allen LAR,davis allen,LAR,1.1,10.5,0.1,,,,1.8
2025,10,fantasypros_web,TE,Hayden Rucci,Hayden Rucci SF,hayden rucci,SF,1.2,11.9,0.1,,,,1.6
2025,10,fantasypros_web,TE,John Bates,John Bates WAS,john bates,WSH,1.1,10.9,0.1,,,,1.6
2025,10,fantasypros_web,TE,Charlie Kolar,Charlie Kolar LAC,charlie kolar,LAC,0.8,9.1,0.1,,,,1.6
2025,10,fantasypros_web,TE,Elijah Higgins,Elijah Higgins ARI,elijah higgins,ARI,1.2,11.8,0.1,,,,1.5
2025,10,fantasypros_web,TE,Quintin Morris,Quintin Morris JAC,quintin morris,JAX,1.0,10.1,0.1,,,,1.4
2025,10,fantasypros_web,TE,Jake Tonges,Jake Tonges SF,jake tonges,SF,1.0,9.9,0.1,,,,1.4
2025,10,fantasypros_web,TE,Tommy Tremble,Tommy Tremble CAR,tommy tremble,CAR,1.1,9.1,0.1,,,,1.4
2025,10,fantasypros_web,TE,Robbie Ouzts,Robbie Ouzts SEA,robbie ouzts,SEA,0.7,7.1,0.1,,,,1.3
2025,10,fantasypros_web,TE,Jackson Hawes,Jackson Hawes BUF,jackson hawes,BUF,0.7,7.8,0.1,,,,1.3
2025,10,fantasypros_web,TE,Grant Calcaterra,Grant Calcaterra PHI,grant calcaterra,PHI,0.8,7.6,0.1,,,,1.1
2025,10,fantasypros_web,TE,Tanner Conner,Tanner Conner NYG,tanner conner,NYG,0.8,9.0,0.0,,,,1.1
2025,10,fantasypros_web,TE,Mitchell Evans,Mitchell Evans CAR,mitchell evans,CAR,0.6,6.0,0.1,,,,1.0
2025,10,fantasypros_web,TE,Colby Parkinson,Colby Parkinson LAR,colby parkinson,LAR,0.7,6.1,0.1,,,,1.0
2025,10,fantasypros_web,TE,Jeremy Ruckert,Jeremy Ruckert NYJ,jeremy ruckert,NYJ,0.7,7.1,0.0,,,,1.0
2025,10,fantasypros_web,TE,Harrison Bryant,Harrison Bryant SEA,harrison bryant,SEA,0.7,6.1,0.1,,,,0.9
2025,10,fantasypros_web,TE,Foster Moreau,Foster Moreau HOU,foster moreau,HOU,0.5,5.5,0.1,,,,0.9
2025,10,fantasypros_web,TE,Tyler Conklin,Tyler Conklin DET,tyler conklin,DET,0.5,6.4,0.0,,,,0.9
2025,10,fantasypros_web,TE,Ben Yurosek,Ben Yurosek MIN,ben yurosek,MIN,0.6,6.2,0.0,,,,0.9
2025,10,fantasypros_web,TE,Connor Heyward,Connor Heyward LV,connor heyward,LV,0.5,4.4,0.1,,,,0.8
2025,10,fantasypros_web,TE,Chris Manhertz,Chris Manhertz NYG,chris manhertz,NYG,0.4,4.2,0.1,,,,0.7
2025,10,fantasypros_web,TE,Ben Sinnott,Ben Sinnott WAS,ben sinnott,WSH,0.5,5.2,0.0,,,,0.7
2025,10,fantasypros_web,TE,Payne Durham,Payne Durham TB,payne durham,TB,0.3,3.4,0.0,,,,0.6
2025,10,fantasypros_web,TE,Drew Ogletree,Drew Ogletree IND,drew ogletree,IND,0.2,2.9,0.0,,,,0.5
2025,10,fantasypros_web,TE,Mo Alie-Cox,Mo Alie-Cox IND,mo aliecox,IND,0.4,3.9,0.0,,,,0.5
2025,10,fantasypros_web,TE,Ben Sims,Ben Sims MIA,ben sims,MIA,0.3,2.4,0.1,,,,0.5
2025,10,fantasypros_web,TE,Luke Farrell,Luke Farrell SF,luke farrell,SF,0.4,3.7,0.0,,,,0.5
2025,10,fantasypros_web,TE,Blake Whiteheart,Blake Whiteheart CLE,blake whiteheart,CLE,0.3,2.5,0.0,,,,0.5
2025,10,fantasypros_web,TE,Ian Thomas,Ian Thomas LV,ian thomas,LV,0.5,3.8,0.0,,,,0.5
2025,10,fantasypros_web,TE,Durham Smythe,Durham Smythe BAL,durham smythe,BAL,0.2,2.3,0.0,,,,0.4
2025,10,fantasypros_web,TE,Charlie Woerner,Charlie Woerner ATL,charlie woerner,ATL,0.4,3.1,0.0,,,,0.4
2025,10,fantasypros_web,TE,Teagan Quitoriano,Teagan Quitoriano ARI,teagan quitoriano,ARI,0.3,3.7,0.0,,,,0.4
2025,10,fantasypros_web,TE,Thomas Fidone II,Thomas Fidone II NYG,thomas fidone,NYG,0.3,3.2,0.0,,,,0.3
2025,10,fantasypros_web,TE,Zaire Mitchell-Paden,Zaire Mitchell-Paden NO,zaire mitchellpaden,NO,0.4,3.0,0.0,,,,0.3
2025,10,fantasypros_web,TE,Gavin Bartholomew,Gavin Bartholomew MIN,gavin bartholomew,MIN,0.3,2.9,0.0,,,,0.3
2025,10,fantasypros_web,TE,Devin Culp,Devin Culp TB,devin culp,TB,0.3,2.9,0.0,,,,0.3
2025,10,fantasypros_web,TE,Jack Westover,Jack Westover NE,jack westover,NE,0.3,2.3,0.0,,,,0.2
2025,10,fantasypros_web,TE,Stone Smartt,Stone Smartt PHI,stone smartt,PHI,0.2,2.2,0.0,,,,0.2
2025,10,fantasypros_web,TE,Josh Whyle,Josh Whyle GB,josh whyle,GB,0.2,2.0,0.0,,,,0.2
2025,10,fantasypros_web,TE,Feleipe Franks,Feleipe Franks CAR,feleipe franks,CAR,0.0,0.2,0.0,,,,0.0
2025,10,fantasypros_web,TE,Brady Russell,Brady Russell SEA,brady russell,SEA,0.0,0.0,0.0,,,,0.0
2025,10,fantasypros_web,TE,Eric Saubert,Eric Saubert SEA,eric saubert,SEA,0.0,0.0,0.0,,,,0.0
2025,10,fantasypros_web,TE,Noah Fant,Noah Fant NO,noah fant,NO,0.0,0.0,0.0,,,,0.0
2025,10,fantasypros_web,TE,Albert Okwuegbunam Jr.,Albert Okwuegbunam Jr. LV,albert okwuegbunam,LV,0.0,0.0,0.0,,,,0.0
2025,10,fantasypros_web,TE,Josh Oliver,Josh Oliver MIN,josh oliver,MIN,0.0,0.0,0.0,,,,0.0
2025,10,fantasypros_web,TE,Stephen Carlson,Stephen Carlson CHI,stephen carlson,CHI,0.0,0.0,0.0,,,,0.0
